Title,Score,Progress,Type
Baka to Test to Shoukanjuu: Matsuri,0,2,OVA
Gungrave,0,26,TV
Gekkan Shoujo Nozaki-kun Specials,0,6,Special
Escaflowne,0,26,TV
Macross Frontier,0,25,TV
Kimi no Iru Machi,0,12,TV
Koisuru Asteroid,0,12,TV
Darker than BLACK: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,0,1,Special
Shingetsutan Tsukihime,0,12,TV
Uchuu Senkan Yamato 2199,0,26,OVA
FLCL Alternative,0,6,TV
Yama no Susume,0,12,TV
Back Street Girls: Gokudolls,0,10,TV
Koufuku Graffiti,0,12,TV
Tenshi no Tamago,0,1,OVA
Katsugeki Touken Ranbu,0,13,TV
Joshikousei no Mudazukai,0,12,TV
Kara no Kyoukai: Mirai Fukuin,0,1,Movie
Udon no Kuni no Kiniro Kemari,0,12,TV
Cencoroll,0,1,Movie
Pocket Monsters: Celebi Toki wo Koeta Deai,0,1,Movie
Ito Junji: Collection,0,12,TV
Danshi Koukousei no Nichijou Specials,0,7,Special
Slow Start,0,12,TV
Persona 3 the Movie 1: Spring of Birth,0,1,Movie
Naruto Shippuuden the Movie: Hi no Ishi o Tsugu Mono,0,1,Movie
Naruto the Movie: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo,0,1,Movie
Akkun to Kanojo,0,25,TV
Kangoku Gakuen OAD,0,1,OVA
Clannad Movie,0,1,Movie
Saint Seiya,0,114,TV
Kami nomi zo Shiru Sekai: 4-nin to Idol,0,1,OVA
Shinreigari: Ghost Hound,0,22,TV
Eyeshield 21,0,145,TV
Chaos Dragon: Sekiryuu Sen'eki,0,12,TV
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,0,1,OVA
Valkyrie Drive: Mermaid,0,12,TV
Aiura,0,12,TV
Freezing Vibration,0,12,TV
Naka no Hito Genome [Jikkyouchuu],0,12,TV
Planetarian: Chiisana Hoshi no Yume,0,5,ONA
Seihou Bukyou Outlaw Star,0,24,TV
To LOVE-Ru Darkness OVA,0,6,OVA
Daitoshokan no Hitsujikai,0,12,TV
Mayoi Neko Overrun!,0,13,TV
DAYS,0,24,TV
DRAMAtical Murder,0,12,TV
BLACKFOX,0,1,Movie
RELEASE THE SPYCE,0,12,TV
Dragon Ball Kai (2014),0,61,TV
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,0,1,OVA
Fate/stay night: Unlimited Blade Works 2nd Season - sunny day,0,1,Special
Bishoujo Senshi Sailor Moon: Crystal,0,26,ONA
Bounen no Xamdou,0,26,ONA
Sengoku Basara,0,12,TV
Concrete Revolutio: Choujin Gensou,0,13,TV
Sasami-san@Ganbaranai,0,12,TV
Hitori no Shita: the outcast,0,12,TV
Accel World Ex,0,2,OVA
Kingdom,0,38,TV
Death Note Rewrite,0,2,Special
Gintama: Shinyaku Benizakura-hen,0,1,Movie
Chuunibyou demo Koi ga Shitai! Ren: Saisei no... Jaou Shingan Mokushiroku,0,1,OVA
Kidou Senshi Gundam,0,43,TV
Gunjou no Magmel,0,13,TV
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,0,12,TV
Basilisk: Kouga Ninpouchou,0,24,TV
Girls und Panzer der Film,0,1,Movie
07-Ghost,0,25,TV
Mo Dao Zu Shi,0,15,ONA
Koutetsujou no Kabaneri: Unato Kessen,0,3,Movie
Needless,0,24,TV
Miru Tights,0,12,ONA
Berserk 2,0,12,TV
BanG Dream!,0,13,TV
Uta no☆Prince-sama♪ Maji Love 1000%,0,13,TV
Hal,0,1,Movie
Rakuen Tsuihou: Expelled From Paradise,0,1,Movie
Junjou Romantica,0,12,TV
Arte,0,12,TV
Mahou Shoujo Lyrical Nanoha,0,13,TV
Romeo x Juliet,0,24,TV
Hidamari Sketch,0,12,TV
Tenjou Tenge,0,24,TV
Kidou Senshi Gundam Seed,0,50,TV
Hand Shakers,0,12,TV
Hunter x Hunter: The Last Mission,0,1,Movie
Onegai☆Teacher,0,12,TV
Busou Renkin,0,26,TV
Heya Camp△,0,12,TV
Sora no Otoshimono: Tokeijikake no Angeloid,0,1,Movie
Cross Game,0,50,TV
IS: Infinite Stratos Encore - Koi ni Kogareru Sextet,0,1,OVA
Hello!! Kiniro Mosaic,0,12,TV
Initial D Third Stage,0,1,Movie
Shigatsu wa Kimi no Uso: Moments,0,1,OVA
Saki,0,25,TV
Fukigen na Mononokean,0,13,TV
Naruto the Movie: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,0,1,Movie
Schwarzesmarken,0,12,TV
Juuni Kokuki,0,45,TV
Steins;Gate: Soumei Eichi no Cognitive Computing,0,4,ONA
Initial D Fourth Stage,0,24,TV
Utawarerumono: Itsuwari no Kamen,0,25,TV
Hagane no Renkinjutsushi: Fullmetal Alchemist Specials,0,4,OVA
Onee-chan ga Kita,0,12,TV
Kuroshitsuji: Book of the Atlantic,0,1,Movie
Kidou Senshi Gundam: Tekketsu no Orphans 2,0,25,TV
Dragon Ball Z Movie: Moetsukiro!! Nessen - Ressen - Chou Gekisen,0,1,Movie
The Idolm@ster: Cinderella Girls,0,13,TV
Midori no Hibi,0,13,TV
Blade & Soul,0,13,TV
New Game! Watashi, Shain Ryokou tte Hajimete na node…,0,1,OVA
Digimon Frontier,0,50,TV
Runway de Waratte,0,12,TV
Pocket Monsters Diamond & Pearl,0,191,TV
Endro~!,0,12,TV
Mahou Shoujo Ore,0,12,TV
Haruchika: Haruta to Chika wa Seishun Suru,0,12,TV
Shokugeki no Souma OVA,0,2,OVA
Star Driver: Kagayaki no Takuto,0,25,TV
Oushitsu Kyoushi Heine,0,12,TV
Ginga Eiyuu Densetsu -Die Neue These- Kaikou,0,12,TV
Rec,0,9,TV
Tennis no Ouji-sama,0,178,TV
Photokano,0,13,TV
Luck & Logic,0,12,TV
Danchigai,0,12,TV
TRICKSTER: Edogawa Ranpo "Shounen Tantei-dan" yori,0,24,TV
Omohide Poro Poro,0,1,Movie
Sidonia no Kishi: Daikyuu Wakusei Seneki,0,12,TV
Itsuka Tenma no Kuro Usagi,0,12,TV
Anime-Gataris,0,12,TV
selector spread WIXOSS,0,12,TV
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2,0,12,TV
One Piece Film Gold,0,1,Movie
Piano no Mori (TV),0,12,TV
Dansai Bunri no Crime Edge,0,13,TV
RDG: Red Data Girl,0,12,TV
Walkure Romanze,0,12,TV
Koe de Oshigoto!,0,2,OVA
Nekopara OVA,0,1,OVA
orange: Mirai,0,1,Movie
Corpse Party: Missing Footage,0,1,OVA
Magic Kaito 1412,0,24,TV
Boogiepop wa Warawanai: Boogiepop Phantom,0,12,TV
Caligula,0,12,TV
A-Channel,0,12,TV
Deadman Wonderland: Akai Knife Tsukai,0,1,OVA
3D Kanojo: Real Girl 2,0,12,TV
Yowamushi Pedal: GRANDE ROAD,0,24,TV
Zan Sayonara Zetsubou Sensei,0,13,TV
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,0,1,OVA
Mikagura Gakuen Kumikyoku,0,12,TV
Mitsudomoe,0,13,TV
Donten ni Warau,0,12,TV
Paradise Kiss,0,12,TV
Teekyuu,0,12,TV
Nabari no Ou,0,26,TV
Kuma Miko,0,12,TV
Akane-iro ni Somaru Saka,0,12,TV
Kabukicho Sherlock,0,24,TV
Slayers,0,26,TV
Kidou Senshi Gundam 00 2nd Season,0,25,TV
Kakumeiki Valvrave 2,0,12,TV
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,0,1,ONA
Shin Kidou Senki Gundam W,0,49,TV
Karin,0,24,TV
Nurarihyon no Mago: Sennen Makyou,0,24,TV
Fate/kaleid liner Prisma☆Illya: Sekka no Chikai,0,1,Movie
Dragon Ball Z Movie: Fukkatsu no Fusion!! Goku to Vegeta,0,1,Movie
Miira no Kaikata,0,12,TV
Rewrite 2nd Season,0,11,TV
Jigoku Shoujo: Futakomori,0,26,TV
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,0,1,Movie
Nogizaka Haruka no Himitsu,0,12,TV
A.I.C.O. -Incarnation-,0,12,ONA
Working!!! Lord Of The Takanashi,0,1,Special
Ikkitousen,0,13,TV
Sankarea OVA,0,2,OVA
Karakuri Circus,0,36,TV
Kakuriyo no Yadomeshi,0,26,TV
RahXephon,0,26,TV
Akatsuki no Yona OVA,0,3,OVA
Sekaiichi Hatsukoi,0,12,TV
Kimi ga Nozomu Eien,0,14,TV
Mahou Sensei Negima!,0,26,TV
Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu,0,1,OVA
Senjou no Valkyria: Gallian Chronicles,0,26,TV
Bungou Stray Dogs: Hitori Ayumu,0,1,OVA
School Rumble Ni Gakki,0,26,TV
Shinryaku!? Ika Musume,0,12,TV
Yuru Yuri Nachuyachumi!,0,1,OVA
Blood Lad: Wagahai wa Neko de wa Nai,0,1,OVA
Hinomaru-Zumou,0,24,TV
Nichijou Episode 0,0,1,OVA
Ushinawareta Mirai wo Motomete,0,12,TV
Blame! Movie,0,1,Movie
Maken-Ki! Two,0,10,TV
GUILTY CROWN: Lost Christmas,0,1,Special
Pocket Monsters XY,0,94,TV
Ao no Exorcist: Kuro no Iede,0,1,OVA
Kuuchuu Buranko,0,11,TV
Full Metal Panic! Invisible Victory,0,12,TV
Mob Psycho 100 Reigen: Shirarezaru Kiseki Reinouryokusha,0,1,OVA
HELLO WORLD,0,1,Movie
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,0,26,TV
CONCEPTION,0,12,TV
Nerawareta Gakuen,0,1,Movie
Wotaku ni Koi wa Muzukashii OVA,0,1,OVA
Top wo Nerae 2! Diebuster,0,6,OVA
Hokuto no Ken,0,109,TV
Toaru Hikuushi e no Koiuta,0,13,TV
Saenai Heroine no Sodatekata Fine,0,1,Movie
Diamond no Ace: Second Season,0,51,TV
Dragon Ball Z Movie: Tobikkiri no Saikyou Tai Saikyou,0,1,Movie
Brothers Conflict,0,12,TV
Brave 10,0,12,TV
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,0,1,OVA
Anne Happy♪,0,12,TV
Kodomo no Jikan,0,12,TV
Hitorijime My Hero,0,12,TV
Gedo Senki,0,1,Movie
Trigun: Badlands Rumble,0,1,Movie
Tekkon Kinkreet,0,1,Movie
Mahou Shoujo Tokushusen Asuka,0,12,TV
Gatchaman Crowds insight,0,12,TV
Kanojo to Kanojo no Neko,0,1,OVA
Toji no Miko,0,24,TV
Etotama,0,12,TV
Fukumenkei Noise,0,12,TV
Centaur no Nayami,0,12,TV
Strawberry Panic,0,26,TV
WHITE ALBUM,0,13,TV
Nanbaka 2,0,12,ONA
Senki Zesshou Symphogear G,0,13,TV
Ushio to Tora 2,0,13,TV
Gantz 2nd Stage,0,13,TV
Pocket Monsters: Mizu no Miyako no Mamorigami Latias to Latios,0,1,Movie
Getsuyoubi no Tawawa,0,12,ONA
Yu☆Gi☆Oh! 5D's,0,154,TV
Choujikuu Yousai Macross,0,36,TV
Code Geass: Boukoku no Akito 3 - Kagayakumono Ten Yori Otsu,0,1,OVA
Nobunaga the Fool,0,24,TV
Dog Days',0,13,TV
Sora no Otoshimono OVA,0,1,OVA
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,0,6,ONA
Show By Rock!!,0,12,TV
Kobayashi-san Chi no OO Dragon,0,7,Special
Quanzhi Gaoshou (2018),0,3,ONA
Mary to Majo no Hana,0,1,Movie
Ulysses: Jeanne d'Arc to Renkin no Kishi,0,12,TV
Magi: Sinbad no Bouken OVA,0,5,OVA
Aa! Megami-sama! (TV),0,24,TV
Mushishi Zoku Shou: Odoro no Michi,0,1,Special
Yamada-kun to 7-nin no Majo (OVA),0,2,OVA
Shikabane Hime: Aka,0,13,TV
Phi Brain: Kami no Puzzle,0,25,TV
Asagao to Kase-san,0,1,OVA
D.N.Angel,0,26,TV
Tsumiki no Ie,0,1,Movie
Hanasaku Iroha: Home Sweet Home,0,1,Movie
Sunabouzu,0,24,TV
Nana Maru San Batsu,0,12,TV
High School DxD BorN: Yomigaeranai Fushichou,0,1,OVA
Dragon Ball Z Movie: Kiken na Futari! Super Senshi wa Nemurenai,0,1,Movie
Planet With,0,12,TV
Shoumetsu Toshi,0,12,TV
Gin no Guardian,0,12,TV
Ichigo Mashimaro,0,12,TV
Fairy Tail x Rave,0,1,OVA
Memories,0,3,Movie
Zetman,0,13,TV
Trinity Blood,0,24,TV
Seikon no Qwaser II,0,12,TV
Pocket Monsters Advanced Generation: Mew to Hadou no Yuusha Lucario,0,1,Movie
Hidan no Aria AA,0,12,TV
Tetsuwan Birdy Decode,0,13,TV
LISTENERS,0,12,TV
ALL OUT!!,0,25,TV
Tegami Bachi,0,25,TV
Tales of the Abyss,0,26,TV
Ro-Kyu-Bu!,0,12,TV
Initial D Fifth Stage,0,14,TV
Gabriel Dropout Specials,0,2,Special
Girls Bravo: First Season,0,11,TV
Nodame Cantabile: Paris-hen,0,11,TV
Digimon Adventure Movie,0,1,Movie
Bishoujo Senshi Sailor Moon R,0,43,TV
Vampire Hunter D,0,1,Movie
Macross Δ,0,26,TV
Lupin III: Cagliostro no Shiro,0,1,Movie
Aoi Hana,0,11,TV
Nodame Cantabile Finale,0,11,TV
Beelzebub-jou no Okinimesu mama.,0,12,TV
Hikaru no Go,0,75,TV
Kurokami The Animation,0,23,TV
Hakumei to Mikochi,0,12,TV
Dragon Ball Z Movie: Gekitotsu!! 100-oku Power no Senshi-tachi,0,1,Movie
Chain Chronicle: Haecceitas no Hikari,0,12,TV
Hayate no Gotoku!!,0,25,TV
Shinrei Tantei Yakumo,0,13,TV
Sansha Sanyou,0,12,TV
Shinmai Maou no Keiyakusha: Toujou Basara no Hard Sweet na Nichijou,0,1,OVA
Dragon Ball Z Movie: Chikyuu Marugoto Chou Kessen,0,1,Movie
Suzumiya Haruhi-chan no Yuuutsu,0,25,ONA
Ixion Saga DT,0,25,TV
Pocket Monsters Advanced Generation: Rekkuu no Houmonsha Deoxys,0,1,Movie
Toradora!: SOS!,0,4,Special
Hakuouki,0,12,TV
Persona 4 the Golden Animation,0,12,TV
Shigofumi,0,12,TV
Seisen Cerberus: Ryuukoku no Fatalité,0,13,TV
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Day,0,1,OVA
Dragon Ball Z Movie: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,0,1,Movie
Seikimatsu Occult Gakuin,0,13,TV
DearS,0,12,TV
Karakai Jouzu no Takagi-san OVA,0,1,OVA
Lupin III,0,23,TV
Monster Musume no Iru Nichijou SP,0,2,OVA
High Score Girl II,0,9,TV
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,0,7,Special
Kimi to, Nami ni Noretara,0,1,Movie
Nyanko Days,0,12,TV
ARIA The NATURAL,0,26,TV
Noein: Mou Hitori no Kimi e,0,24,TV
Boku no Hero Academia the Movie: Futari no Hero Specials,0,2,OVA
Sakamoto desu ga? The Movie,0,1,OVA
Level E,0,13,TV
Dragon Ball Z Movie: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,0,1,Movie
Granbelm,0,13,TV
Super Danganronpa 2.5 Komaeda Nagito to Sekai no Hakaimono,0,1,OVA
Kamigami no Asobi ~Ludere deorum~,0,12,TV
PSYCHO-PASS Sinners of the System Case 1: Tsumi to Batsu,0,1,Movie
Pocket Monsters Diamond & Pearl: Dialga vs. Palkia vs. Darkrai,0,1,Movie
Fortune Arterial: Akai Yakusoku,0,12,TV
Dragon Ball Z Movie: Super Senshi Gekiha!! Katsu no wa Ore da,0,1,Movie
Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,0,1,Movie
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,0,1,OVA
Kemono no Souja Erin,0,50,TV
BlazBlue: Alter Memory,0,12,TV
Konjiki no Gash Bell!!,0,150,TV
Vividred Operation,0,12,TV
Saraiya Goyou,0,12,TV
Kyoukai no Rinne,0,25,TV
Saint☆Onii-san (Movie),0,1,Movie
Grisaia: Phantom Trigger - The Animation,0,2,Movie
Juubee Ninpuuchou,0,1,Movie
Cardcaptor Sakura Movie 2: Fuinsareta Card,0,1,Movie
Hajime no Ippo: Champion Road,0,1,Special
Bokusatsu Tenshi Dokuro-chan 2,0,2,OVA
Akikan!,0,12,TV
SoniAni: Super Sonico The Animation,0,12,TV
Ramen Daisuki Koizumi-san,0,12,TV
Haikyuu!!: Lev Kenzan!,0,1,Special
Noir,0,26,TV
Dragon Ball Z Movie: Ora no Gohan wo Kaese!!,0,1,Movie
Inugami-san to Nekoyama-san,0,12,TV
Shigurui,0,12,TV
Yami Shibai,0,13,TV
Ookiku Furikabutte,0,25,TV
Mouretsu Pirates,0,26,TV
Eureka Seven AO,0,24,TV
Umi ga Kikoeru,0,1,Special
Kaichou wa Maid-sama!: Omake dayo!,0,1,Special
Heppoko Jikken Animation Excel Saga,0,26,TV
Nami yo Kiitekure,0,12,TV
Bubuki Buranki,0,12,TV
Hunter x Hunter: Greed Island,0,8,OVA
Aquarion Evol,0,26,TV
Gunslinger Stratos: THE ANIMATION,0,12,TV
Koi Kaze,0,13,TV
Dragon Ball Z Movie: Kyokugen Battle!! Sandai Super Saiyajin,0,1,Movie
Chuunibyou demo Koi ga Shitai! Ren Lite,0,6,ONA
Majimoji Rurumo,0,12,TV
Dragon Ball Z Movie: Super Saiyajin da Son Goku,0,1,Movie
Non Non Biyori: Okinawa e Ikukoto ni Natta,0,1,OVA
Muv-Luv Alternative: Total Eclipse,0,24,TV
Metropolis,0,1,Movie
Jinsei,0,13,TV
Druaga no Tou: The Aegis of Uruk,0,12,TV
Shirokuma Cafe,0,50,TV
Hibike! Euphonium: Kakedasu Monaka,0,1,OVA
Aki-Sora,0,1,OVA
Saint☆Onii-san,0,2,OVA
Iya na Kao sare nagara Opantsu Misete Moraitai,0,6,OVA
Mai-HiME,0,26,TV
Strike the Blood III,0,10,OVA
Young Black Jack,0,12,TV
Fractale,0,11,TV
Sankarea: Wagahai mo... Zombie de Aru...,0,1,Special
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru,0,1,OVA
Orenchi no Furo Jijou,0,13,TV
Initial D Final Stage,0,4,TV
Shakugan no Shana S,0,4,OVA
Toriko,0,147,TV
Dareka no Manazashi,0,1,Movie
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,0,1,Special
Joshikausei,0,12,TV
Otome Youkai Zakuro,0,13,TV
Uchouten Kazoku 2,0,12,TV
Mugen no Juunin: Immortal,0,24,ONA
Bakuon!!,0,12,TV
Strike Witches 2,0,12,TV
Tokyo Mew Mew,0,52,TV
Cuticle Tantei Inaba,0,12,TV
The Big O,0,26,TV
Dragon Ball: Episode of Bardock,0,1,Special
Speed Grapher,0,24,TV
Kidou Senshi Gundam UC,0,7,OVA
Dead Leaves,0,1,Movie
Mob Psycho 100: Daiikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,0,1,OVA
Hakkenden: Touhou Hakken Ibun,0,13,TV
Momokuri,0,26,ONA
Pocket Monsters Sun & Moon,0,146,TV
Bishoujo Senshi Sailor Moon S,0,38,TV
xxxHOLiC Kei,0,13,TV
Kono Oto Tomare! 2,0,13,TV
Hachimitsu to Clover II,0,12,TV
Hanbun no Tsuki ga Noboru Sora,0,6,TV
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desukara,0,1,OVA
Kyoukaisenjou no Horizon II,0,13,TV
Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA,0,1,OVA
Bakuten Shoot Beyblade,0,51,TV
Radiant 2,0,21,TV
Ao Haru Ride: Unwritten,0,1,OVA
Ansatsu Kyoushitsu: episode:0 Deai no Jikan,0,1,Special
Kuroko no Basket: Tip Off,0,1,Special
Penguin Highway,0,1,Movie
Mind Game,0,1,Movie
Sora no Otoshimono Final: Eien no Watashi no Torikago,0,1,Movie
R-15,0,12,TV
Persona 3 the Movie 2: Midsummer Knight's Dream,0,1,Movie
Suzuka,0,26,TV
Versailles no Bara,0,40,TV
Pocket Monsters Advanced Generation: Nanayo no Negaiboshi Jirachi,0,1,Movie
Cross Road,0,1,Special
Bikini Warriors,0,12,TV
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,0,1,OVA
Code Geass: Hangyaku no Lelouch I - Koudou,0,1,Movie
Bloodivores,0,12,TV
Kimi ga Aruji de Shitsuji ga Ore de,0,13,TV
Buddy Complex,0,13,TV
Hyakka Ryouran: Samurai Bride,0,12,TV
Upotte!!,0,10,ONA
Makai Ouji: Devils and Realist,0,12,TV
Yuru Yuri Nachuyachumi!+,0,2,Special
Val x Love,0,12,TV
Tachibanakan to Lie Angle,0,12,TV
Senki Zesshou Symphogear GX,0,13,TV
Dragon Ball Z Movie: Konoyo de Ichiban Tsuyoi Yatsu,0,1,Movie
Ueki no Housoku,0,51,TV
GARO -VANISHING LINE-,0,24,TV
Hametsu no Mars,0,1,OVA
Bartender,0,11,TV
Lord El-Melloi II-sei no Jikenbo: "Rail Zeppelin" Grace note - Hakamori to Neko to Majutsu-shi,0,1,Special
Hatsukoi Monster,0,12,TV
Stella Jogakuin Koutou-ka C³-bu,0,13,TV
Kure-nai,0,12,TV
Zombie-Loan,0,11,TV
Wake Up, Girls!,0,12,TV
Shisha no Teikoku,0,1,Movie
Digimon Adventure tri. 2: Ketsui,0,1,Movie
Pocket Monsters Best Wishes!,0,84,TV
To LOVE-Ru Darkness 2nd Specials,0,2,Special
Super Lovers,0,10,TV
Konbini Kareshi,0,12,TV
Trinity Seven Movie - Tenkuu Toshokan to Shinku no Maou,0,1,Movie
Masamune-kun no Revenge OAD,0,1,OVA
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,0,1,OVA
Captain Earth,0,25,TV
Nobunagun,0,13,TV
Bananya,0,13,TV
Owari no Seraph: Kyuuketsuki Shahal,0,1,OVA
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,0,12,TV
Non Non Biyori: Vacation,0,1,Movie
Re-Kan!,0,13,TV
Ashita no Joe,0,79,TV
Usagi Drop Specials,0,4,Special
Girly Air Force,0,12,TV
Major S1,0,26,TV
Hunter x Hunter OVA,0,8,OVA
Break Blade,0,12,TV
Sore ga Seiyuu!,0,13,TV
Inu x Boku SS Special,0,1,Special
Baby Steps 2,0,25,TV
Mardock Scramble: The First Compression,0,1,Movie
Saishuu Heiki Kanojo,0,13,TV
Abenobashi Mahou Shoutengai,0,13,TV
Cardcaptor Sakura Movie 1,0,1,Movie
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,0,12,TV
Sola,0,13,TV
Dance with Devils,0,12,TV
Rozen Maiden (2013),0,13,TV
Junjou Romantica 2,0,12,TV
BEM,0,12,TV
Galilei Donna,0,11,TV
Himouto! Umaru-chan OVA,0,2,OVA
Soredemo Machi wa Mawatteiru,0,12,TV
Higurashi no Naku Koro ni Kira,0,4,OVA
Brotherhood Final Fantasy XV,0,5,ONA
Samurai 7,0,26,TV
Koukaku Kidoutai 2.0,0,1,Movie
Strike the Blood: Valkyria No Oukoku-hen,0,2,OVA
7SEEDS,0,12,ONA
Yuru Camp△ OVA,0,3,OVA
JoJo no Kimyou na Bouken,0,6,OVA
Break Blade 1: Kakusei no Toki,0,1,Movie
Accel World: Infinite∞Burst,0,1,Movie
Sword Art Offline,0,9,Special
Re:Zero kara Hajimeru Kyuukei Jikan (Break Time),0,11,TV
Grisaia no Kajitsu: Grisaia no Tokuten,0,6,Special
Tasogare Otome x Amnesia: Taima Otome,0,1,OVA
Final Fantasy VII: Advent Children Complete,0,1,Movie
Jigoku Shoujo: Mitsuganae,0,26,TV
Hunter x Hunter: Greed Island Final,0,14,OVA
Genei wo Kakeru Taiyou,0,13,TV
Dragon Ball Z: Tatta Hitori no Saishuu Kessen - Freezer ni Idonda Z Senshi Son Goku no Chi,0,1,Special
Rozen Maiden: Träumend,0,12,TV
Bleach: Memories in the Rain,0,1,Special
Under The Dog,0,1,OVA
Momo e no Tegami,0,1,Movie
Hanamaru Youchien,0,12,TV
Touken Ranbu: Hanamaru,0,12,TV
Ojisan to Marshmallow,0,12,TV
Overlord: Ple Ple Pleiades,0,8,Special
Denpa Onna to Seishun Otoko Special,0,1,Special
Seitokai no Ichizon Lv.2,0,10,ONA
Witchblade,0,24,TV
Pocket Monsters XY&Z,0,47,TV
Diabolik Lovers More,Blood,0,12,TV
Harmony,0,1,Movie
Dragon Ball Z: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,0,1,Special
Tenshi no 3P!,0,12,TV
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,0,1,OVA
Gundam Build Fighters,0,25,TV
Shounen Maid,0,12,TV
Pocket Monsters Diamond & Pearl: Giratina to Sora no Hanataba Sheimi,0,1,Movie
Hajime no Ippo: Mashiba vs. Kimura,0,1,OVA
Binan Koukou Chikyuu Bouei-bu LOVE!,0,12,TV
Sekkou Boys,0,12,TV
Zero no Tsukaima: Princesses no Rondo OVA,0,1,OVA
Hatsukoi Limited,0,12,TV
Yakitate!! Japan,0,69,TV
Shakunetsu no Takkyuu Musume,0,12,TV
GetBackers: Dakkanya,0,49,TV
Hibike! Euphonium Movie: Chikai no Finale,0,1,Movie
Kuroshitsuji: Sono Shitsuji, Kougyou,0,1,Special
Heroic Age,0,26,TV
Dog Days'',0,12,TV
Urusei Yatsura,0,195,TV
Onii-chan no Koto nanka Zenzen Suki Janain Dakara ne!!,0,12,TV
Code:Realize - Sousei no Himegimi,0,12,TV
Negima!?,0,26,TV
Nekojiru-sou,0,1,OVA
Rinne no Lagrange,0,12,TV
Scrapped Princess,0,24,TV
Ani ni Tsukeru Kusuri wa Nai!,0,12,ONA
Revisions,0,12,ONA
Active Raid: Kidou Kyoushuushitsu Dai Hakkei,0,12,TV
Kamisama Hajimemashita: Kako-hen,0,4,OVA
Kyousougiga,0,1,ONA
Kemonozume,0,13,TV
Nobunaga-sensei no Osanazuma,0,12,TV
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,0,1,OVA
Ansatsu Kyoushitsu: Jump Festa 2013 Special,0,1,Special
Digimon Adventure: Bokura no War Game!,0,1,Movie
Mayonaka no Occult Koumuin,0,12,TV
Heisei Tanuki Gassen Ponpoko,0,1,Movie
Asura Cryin',0,13,TV
Komori-san wa Kotowarenai!,0,12,TV
Blood: The Last Vampire,0,1,Movie
Harmonie,0,1,Movie
One Piece Movie 01,0,1,Movie
Lostorage incited WIXOSS,0,12,TV
Goku Sayonara Zetsubou Sensei,0,3,OVA
Shoukoku no Altair,0,24,TV
Hori-san to Miyamura-kun: Shingakki,0,4,OVA
Moyashimon,0,11,TV
Queen's Blade: Rurou no Senshi,0,12,TV
Honobono Log,0,10,TV
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,0,1,Special
Code Geass: Hangyaku no Lelouch III - Oudou,0,1,Movie
Natsuyuki Rendezvous,0,11,TV
Mushibugyou,0,26,TV
Hellsing: The Dawn,0,3,Special
Groove Adventure Rave,0,51,TV
One Piece Stampede,0,1,Movie
IS: Infinite Stratos - World Purge-hen,0,1,OVA
To LOVE-Ru Darkness 2nd OVA,0,3,OVA
Sekaiichi Hatsukoi 2,0,12,TV
Kidou Senshi Gundam: Dai 08 MS Shotai,0,12,OVA
Aggressive Retsuko (ONA) Season 2,0,10,ONA
Kamisama Dolls,0,13,TV
Ichigo 100%,0,12,TV
Lupin the Third: Mine Fujiko to Iu Onna,0,13,TV
